"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"240075_at",-0.0591958913925716,2.32482989814876,-3.64362519781976,0.000398319422146357,0.00218108306518298,-0.887755409330128
"239629_at",0.866738490321206,8.39700738828926,3.64340116153362,0.000398631623694316,0.00218257400615729,-0.888492038138593
"235546_at",0.568506390376105,3.46919928766942,3.64314633863972,0.0003989870087053,0.00218430106147615,-0.889329848940764
"213542_at",0.493613223876092,5.56903758358678,3.64274445138912,0.000399548103974829,0.00218715384309409,-0.890651085061983
"1555480_a_at",0.754001617919096,4.12242332301653,3.64235252072207,0.000400096017165852,0.00218993390114556,-0.891939475855009
"209704_at",0.853435408390233,4.96425217580992,3.64117261436601,0.000401749802173522,0.00219876580919292,-0.895817503979683
"208906_at",1.09674876216737,7.49105542139669,3.64076130287058,0.000402327824511192,0.00220170891854163,-0.897169135660556
"1560116_a_at",0.636250181593845,7.54633205933058,3.6404731963542,0.000402733173372309,0.00220370659068565,-0.898115824434938
"220459_at",0.883945939653816,3.96524345580165,3.64035880747835,0.000402894218871472,0.00220436719871888,-0.898491678051164
"229670_at",-1.07897841320253,4.29203949179339,-3.64032270466801,0.000402945059842511,0.00220442476955066,-0.898610301014756
"205931_s_at",-0.547966739332042,2.71652732598347,-3.64010043640791,0.000403258197826339,0.00220591715519311,-0.899340586855705
"222128_at",0.934667121005628,4.12019653147107,3.63963661262324,0.000403912387697849,0.00220927468961383,-0.900864413989843
"208579_x_at",1.43711618531104,6.41389171559504,3.63935226421641,0.000404313936710159,0.00221124982390997,-0.901798523461479
"221616_s_at",0.436663079293525,2.84928866728099,3.6392020147488,0.000404526267315615,0.00221218980450903,-0.902292082571069
"227199_at",0.684365102114761,8.18886365975207,3.63914169470548,0.000404611540486935,0.00221243484109643,-0.902490225155118
"226054_at",0.67294424816625,6.25306254641322,3.63871057186334,0.00040522150492032,0.00221554857815185,-0.903906324586261
"242390_at",0.778606140618755,4.14574067906612,3.6386587888296,0.000405294827454234,0.00221572789631639,-0.904076406113704
"201014_s_at",0.968900235338186,7.77362040540496,3.63840302566226,0.00040565716110638,0.00221748703094294,-0.904916432586918
"214195_at",0.522870601187192,4.75961434210744,3.63833946251054,0.000405747257044222,0.00221775780054912,-0.905125191556901
"226785_at",-0.764325336536265,7.16518728076033,-3.63793195406787,0.000406325319048741,0.0022206954037375,-0.906463492658327
"226370_at",-0.880438497432186,6.00054449675207,-3.63724274719658,0.000407304751076049,0.0022258258136015,-0.908726648380854
"228847_at",0.558303282690021,3.6396036296281,3.63673344473602,0.000408029955077924,0.00222956603976469,-0.910398829644786
"216445_at",-0.126686535338813,2.33404047549587,-3.63663141919941,0.000408175377627304,0.00223013778073077,-0.910733785253393
"213410_at",0.679622942753345,6.95240913847934,3.63637682749185,0.000408538474837112,0.00223189859229807,-0.911569591432757
"224347_x_at",0.759896338051437,4.70346392344628,3.63612303852185,0.000408900731194834,0.00223365445879484,-0.912402715670638
"238505_at",-0.108292812539603,2.34309581519008,-3.635961798476,0.000409131041741707,0.00223468928144134,-0.912932001298842
"208277_at",-0.274301556148766,2.45438212124793,-3.63580274935975,0.000409358343014272,0.0022356015684005,-0.913454076589083
"218968_s_at",0.566678630709219,7.8533557428595,3.63578770970559,0.000409379842758588,0.0022356015684005,-0.913503442983163
"230171_at",-0.286634864042437,2.65387265861983,-3.63565769065781,0.000409565754343367,0.00223639345038685,-0.913930212707705
"1557521_a_at",0.942056498652122,4.57359096097521,3.63552024587535,0.000409762370647198,0.00223724362044493,-0.914381343107044
"218190_s_at",-0.829781919240471,9.24677979756198,-3.63547250285844,0.000409830688454539,0.0022373931993262,-0.914538045215449
